"","T0","T1","T2","T4","T5","T6","T7","T8"
"D2HGDH",16185.6666666667,19490,17557.3333333333,16877.3333333333,16713.6666666667,18228.6666666667,17990.3333333333,18821
"DAAM1",63348.6666666667,65854,67770.6666666667,67013.3333333333,75042,74909.6666666667,84581.3333333333,78812.3333333333
"DAB2IP",12147.3333333333,12522.3333333333,10629.1,10874.4,12325.0333333333,11448.6333333333,12702,10184.8333333333
"DAD1",28070.6666666667,35665.6666666667,31797,38038,42208.3333333333,38656.3333333333,42910,36056.3333333333
"DAG1",35084.6666666667,33893.6666666667,39917.6666666667,36279.6666666667,36236.3333333333,37420.3333333333,41054.3333333333,42566.6666666667
"DAGLA",3693.33333333333,3507,3809,4000,3836.66666666667,3596.66666666667,4037.33333333333,3998.66666666667
"DAGLB",27764.3333333333,29856.3333333333,29553.6666666667,24991.6666666667,27450.6666666667,23838.3333333333,24651.6666666667,25937.3333333333
"DAP",4069.86666666667,3864.76666666667,3615.46666666667,1566.7,1448.76666666667,2164.36666666667,1833.3,2384.36666666667
"DAP3",46799,54617.3333333333,51425,46989.3333333333,50272.3333333333,39729,46906.3333333333,39900
"DAPK1",13329.1333333333,13196.6666666667,13761.3,12951.9666666667,13821.0666666667,13033.0333333333,13965.3,15087.6
"DAPK3",21726.6666666667,23681.6666666667,20908,25979,32259.3333333333,32406.6666666667,32823,27576
"DAPP1",772.033333333333,702.77,556.893333333333,848.933333333333,1379.16666666667,879.833333333333,1178,933.9
"DARS",112892.333333333,113012.333333333,102957.666666667,98890.3333333333,107677,90293.6666666667,101103,85248
"DARS2",97789,117912,109492.666666667,75968.6666666667,81019.3333333333,75197,82130,72508.3333333333
"DAXX",4714.28333333333,3648.51333333333,3780.71,3770.08666666667,4847.36,3415.32,3692.89,3639.5
"DAZAP1",27731.3333333333,26646.3333333333,26942.3333333333,29796.3333333333,36196.3333333333,35936,44052.6666666667,44725.6666666667
"DBI",34210,34414.3333333333,35873.6666666667,33411,28999.6666666667,22154,21920.6666666667,19677.3333333333
"DBN1",136350,144763.333333333,134063.333333333,177440,227870,244063.333333333,273483.333333333,289956.666666667
"DBNL",50271.6666666667,49581.6666666667,47201,48743.3333333333,51855,44475,45263,39834
"DBT",128280.666666667,134895.666666667,128279.666666667,100006,97619,96750.6666666667,90963.6666666667,88353.3333333333
"DCAF13",60728.3333333333,65137,60717,37058,38993,38516.3333333333,41164.6666666667,37624
"DCAF7",12143.4333333333,10361.1666666667,11203.5666666667,10728.0333333333,13784.5333333333,7824.66666666667,8092.86666666667,8354
"DCAKD",10564.6666666667,10734.7333333333,11257.9666666667,7656.96666666667,7939.9,7560.76666666667,9505.83333333333,8115.33333333333
"DCBLD1",10214.8333333333,11083.7,12956.1666666667,10609,11785.0666666667,17207.9333333333,17370.9333333333,18125.0666666667
"DCBLD2",6612.16666666667,7289.9,7320.86666666667,7815.73333333333,9059.83333333333,7958.26666666667,10318,9695.16666666667
"DCD",4853.53333333333,5535.8,5176.3,2594.09666666667,2524.51333333333,3475.7,3270.66666666667,2912.29
"DCP1A",1552.36666666667,1104.07,1249.81333333333,1283.20333333333,1061.85333333333,869.576666666667,918.383333333333,1054.41333333333
"DCPS",1551.1,1354.6,1230.45666666667,1395.65333333333,1507.46666666667,607.02,1207.25,713.35
"DCTN1;DKFZp686E0752",59338.3333333333,56404,56136,51277.3333333333,56499.6666666667,47820.6666666667,48535.6666666667,48076
"DCTN2",38212.3333333333,37630,35718,33612,35896.6666666667,32201.3333333333,31195.3333333333,30238.3333333333
"DCTN3",16537.9666666667,15298.4,15107.9,13101.5666666667,14181.0333333333,12036.7,11925.9666666667,17577.0666666667
"DCTN4",13328.6666666667,12887.6666666667,11414,14474.3333333333,16025.6666666667,13662.6666666667,14618.3333333333,13861.3333333333
"DCTN6",2608.33333333333,2044.1,1769.63333333333,1298.66666666667,2682.43333333333,1225.86666666667,1692.66666666667,2710.9
"DCTPP1",7308.23333333333,7365.13333333333,6755.16666666667,4384.63333333333,4524.86666666667,4934.73333333333,5166.9,5162
"DCUN1D1",12678.7,12502.1333333333,13006,10542.3333333333,10042.0666666667,11998.7,10796.2,11585.5666666667
"DCUN1D3",24239.3333333333,25362.6666666667,26373.3333333333,21002.6666666667,25989.6666666667,26849,30885.6666666667,31611.6666666667
"DCUN1D5",18397.6666666667,18266.6666666667,17708.6666666667,12656.2,12871.8666666667,11797.0666666667,11297.1333333333,10936.5
"DCXR",46975,57554.3333333333,52579.6666666667,42048.3333333333,39053.3333333333,41876,41982.3333333333,33528.6666666667
"DDA1",6625.73333333333,5457.5,6089,5787.23333333333,6195.33333333333,6853.53333333333,6533.56666666667,6447.83333333333
"DDAH2",4526.93333333333,4987.53333333333,4551.53333333333,4802.7,4824.76666666667,4729.93333333333,4793.9,4540.9
"DDB1",99426.6666666667,99691.3333333333,100591.333333333,73821.3333333333,81737.6666666667,87745,88301,79923.3333333333
"DDB2",17667,16733.6666666667,17721,13253.4,15510.2333333333,12770.3,13268.2666666667,13736.4
"DDHD2",7295.93333333333,7844.23333333333,7856.2,3987.83333333333,3639,5632.46666666667,5070.96666666667,5213.36666666667
"DDI2",239.616666666667,274.943333333333,345.366666666667,293.793333333333,195.556666666667,316.146666666667,312.083333333333,173.45
"DDOST",64904,73577,75605.6666666667,78220.6666666667,85972,88522.3333333333,94340,79361.6666666667
"DDR1",26896.3333333333,29266,29406.6666666667,23249,23882.6666666667,22679.6666666667,24595,22995
"DDRGK1",27475.6666666667,27343.6666666667,26846.6666666667,15380.8666666667,17470.2666666667,21356.3,19165,20075
"DDT;DDTL",31966.3333333333,30068.3333333333,28797,22033.3333333333,18450,14586.3333333333,14388.6666666667,12810.9333333333
"DDX1",118695.666666667,115769.333333333,115209.333333333,114086,130469,104879,124941.333333333,110538
"DDX10",45789.6666666667,51320.3333333333,46109.3333333333,40557.6666666667,41962.6666666667,40864.6666666667,43217.6666666667,39758.6666666667
"DDX17",119249,118329.333333333,121272,116493,135454.666666667,137564,151833.333333333,154030
"DDX18",159876.666666667,176003.333333333,157373.333333333,109588.333333333,120752.333333333,122601,124692.333333333,128324.666666667
"DDX19A",46262.3333333333,43519.6666666667,37114.3333333333,33452.3333333333,35309,28929.3333333333,30281.3333333333,28221.3333333333
"DDX19A;DDX19B",3934.63333333333,3597.83333333333,3075.5,3410.3,3516.93333333333,2556.7,2459.1,2058.4
"DDX20",17289,16618.6666666667,15764.3333333333,6476.13333333333,6556.5,6870.96666666667,6538.5,6678.3
"DDX21",224936.666666667,246646.666666667,203353.333333333,130473.333333333,155010,137900,150543.333333333,154203.333333333
"DDX23",143770,155100,155150,129406.666666667,139156.666666667,128480,148830,142060
"DDX24",77079.3333333333,85154.3333333333,79049,66882,71761.6666666667,72421.6666666667,78768,75550.6666666667
"DDX27",129776.666666667,131443,128007.333333333,101390,102142,104953,106304.666666667,108939.666666667
"DDX28",23065.6666666667,22622.3333333333,22546.6666666667,19504,21714.3333333333,20019.3333333333,21283.6666666667,20751
"DDX31",30600.6666666667,31878,29748.3333333333,21599.6666666667,22087.3333333333,22933.3333333333,22722.6666666667,22650.3333333333
"DDX39A",14161.9333333333,16499,16173.1333333333,12354.4666666667,13283.6333333333,11215.3666666667,13645.6666666667,11854.9
"DDX39B",82304.3333333333,91741,91624.6666666667,75424,81932.6666666667,78805.3333333333,93483.3333333333,83630.3333333333
"DDX3X;DDX3Y",201556.666666667,203703.333333333,197473.333333333,178763.333333333,189020,164673.333333333,181736.666666667,165420
"DDX41",39920.6666666667,41984,39615.3333333333,34359.3333333333,39371,38772.3333333333,43901.3333333333,42669.6666666667
"DDX42",71080.6666666667,69100.6666666667,67727.3333333333,74073.3333333333,81579.6666666667,68566.6666666667,82879,65134.3333333333
"DDX46",146793.333333333,159943.333333333,152523.333333333,149396.666666667,155473.666666667,132693.333333333,155235.666666667,127520.333333333
"DDX47",20200.6666666667,21459,18760.6666666667,14705.2,14712.5666666667,14351.1333333333,15612.3666666667,15329.8666666667
"DDX49",3130.63333333333,4264.03333333333,3506.53333333333,2748.66666666667,3582.8,3790.46666666667,3850.66666666667,3856.26666666667
"DDX5",204450,217773.333333333,212676.666666667,237230,271216.666666667,270686.666666667,289610,269666.666666667
"DDX50",42356,47597.6666666667,43234.6666666667,46709.3333333333,54003.6666666667,57727.6666666667,67182,64492.3333333333
"DDX51",29052.6666666667,32769,29642.6666666667,22607.3333333333,24263,21832.3333333333,24108.3333333333,24456.6666666667
"DDX52",71497.6666666667,78994.6666666667,76636.6666666667,28638.3333333333,29193.6666666667,38141.6666666667,36994.3333333333,36511
"DDX54",107146.666666667,119278.333333333,103955.666666667,84055,86776.3333333333,94179.3333333333,93740,93986.3333333333
"DDX55",12032.1666666667,12105.1333333333,10717.2666666667,8294.16666666667,8671.5,9278.43333333333,9268.13333333333,8407.36666666667
"DDX56",49138,52748.6666666667,48931.3333333333,34862,35128.3333333333,31804,32763.6666666667,31219.6666666667
"DDX58",2927.43333333333,2945.53333333333,2519.56666666667,3907.46666666667,4968.9,3709.56666666667,3769.43333333333,3589.8
"DDX6",62837,62953.3333333333,61314.3333333333,56727.3333333333,59381.3333333333,50689.6666666667,61010,50559
"DDX60",40602.3333333333,42981,37431,43073.6666666667,41528.6666666667,37185,36945.3333333333,31914.6666666667
"DDX60L",832.633333333333,1026.76666666667,939.366666666667,1746.73333333333,2275.43333333333,4254.96666666667,5092.6,9200.66666666667
"DECR1",200206.666666667,222040,209420,171730,174326.666666667,170000,170562,160066
"DECR2",27945,30068.6666666667,29326.3333333333,29032,33926.3333333333,32070,32987.6666666667,34337.6666666667
"DEGS1",4478.35333333333,4467.47666666667,4612.88333333333,6520.53,8220.86666666667,5750.3,5293.52333333333,6369.91666666667
"DEK",65506,69564.3333333333,65376,65542.6666666667,71010,64334.6666666667,73890,68728.3333333333
"DENND2C",1652.19666666667,2067.33333333333,1760.34666666667,1958.28333333333,1666.56,2124.93333333333,2469.56666666667,2023.43333333333
"DENND3",607.1,845.743333333333,812.256666666667,835.9,738.433333333333,759.763333333333,718.766666666667,464.926666666667
"DENND4A",2468.4,2523.1,2556.23333333333,2116.03333333333,2131.96666666667,2213.46666666667,2724.1,2062.03333333333
"DENND4B",814.583333333333,1078.85,955.633333333333,634.886666666667,645.603333333333,754.183333333333,803.076666666667,741.846666666667
"DENND4C",2042.9,3039.3,2080.8,1811.1,2217.53333333333,2302.06666666667,2149.53333333333,1960.53333333333
"DENR",32194.3333333333,32211,28174.6666666667,30219.3333333333,29660.6666666667,23027.3333333333,27923,23161
"DEPDC5",745.883333333333,921.986666666667,602.076666666667,490.946666666667,624.87,411.53,453.826666666667,616.18
"DERA",15697.1,16344.1,16103.9,10927.9,11744.2,13918.9,12616.7333333333,12423.1
"DERL1",37898,39127.6666666667,36867,40658.6666666667,44909,45303,46980.6666666667,44452.6666666667
"DERL2",8998.53333333333,11078.5666666667,11007.2,12216.8333333333,14063.5666666667,10947.0333333333,13810,9459.56666666667
"DES",1436.93666666667,796.563333333333,995.736666666667,1128.19,1966.53,812.356666666667,1220.76,3536.39666666667
"DESI2",6495.5,7460.5,6599.43333333333,4062,4097.46666666667,5518.4,6635.26666666667,6263.63333333333
"DFFA",4915.5,4360.3,4423.83333333333,3991.56666666667,4174.4,3455.13333333333,4036.23333333333,3999.73333333333
"DFNA5",6657.56666666667,7477.16666666667,6261.56666666667,7086.7,7258.86666666667,8517.7,9342.1,9575.83333333333
"DGAT1",20289.6666666667,22366,24264.6666666667,19649.3333333333,22104.3333333333,18530.6666666667,21880.3333333333,18491.3333333333
"DGCR14",10206.3333333333,9570.8,8777.5,8768.4,10776.4333333333,9795.26666666667,11117.8333333333,14472.3666666667
"DGCR2",5970.16666666667,6912.4,7607.3,6523.46666666667,7549.03333333333,6306.86666666667,8921.36666666667,7613.9
"DGCR6L;DGCR6",84.0766666666667,80.0233333333333,0,0,54.8766666666667,113.433333333333,95.81,0
"DGKA",69382.6666666667,74148.3333333333,67693.3333333333,63817.6666666667,76421.6666666667,51588,69246.3333333333,53970.6666666667
"DGKE",10041.6,11194.2333333333,10573,4700.83333333333,5490.83333333333,6001,5668.43333333333,5974.53333333333
"DGKQ",1109.65666666667,1335.18333333333,1174.07333333333,1248.51333333333,1240.72333333333,1226.69,1340.61666666667,1236.89333333333
"DGUOK",11011.0666666667,12632.2,10805.0333333333,11313.8,11243.8666666667,11057.3333333333,11860.6333333333,10026.0333333333
"DHCR24",30889.6666666667,31829.3333333333,31758,34286.6666666667,38476,30650.3333333333,41182.3333333333,34418.3333333333
"DHCR7",35718.6666666667,41154,38328.6666666667,41038.3333333333,44676.6666666667,37252.6666666667,44244,41364.3333333333
"DHFR",4456.53333333333,4651.43333333333,4608.96666666667,3505.7,3767.1,3556.93333333333,3617.66666666667,3900.1
"DHODH",71428,76521.3333333333,78340.3333333333,51067.3333333333,47445,45935.6666666667,44172.3333333333,40683
"DHRS1",47577.3333333333,53425,60550.3333333333,44794,47650,40508.3333333333,43676.3333333333,35871.3333333333
"DHRS13",492.55,604.68,607.743333333333,523.97,353.446666666667,443.593333333333,472.993333333333,398.746666666667
"DHRS2",1785.7,1996.53333333333,2133.66666666667,969.293333333333,913.753333333333,1629.43333333333,1475.06666666667,1484.53666666667
"DHRS3",26660,26936,27291.6666666667,33084.6666666667,43225.6666666667,37924.3333333333,41671,39410
"DHRS4",42037,46382.3333333333,43740,37972.6666666667,39758.9666666667,48672,50704.3333333333,46525
"DHRS7",44737,47361.6666666667,49726,51647.6666666667,59332.6666666667,51621.3333333333,57297,52474.3333333333
"DHRS7B",36189.3333333333,37213.6666666667,36874.3333333333,37846,40777,37407.3333333333,40700.3333333333,36027.3333333333
"DHRSX",19342.3333333333,21351.6666666667,20918,22408,25761.3333333333,20921,29060.3333333333,23044.6666666667
"DHTKD1",93186.3333333333,104645.333333333,97795.6666666667,80312,86025,73468,94317.3333333333,77938.6666666667
"DHX15",135383.333333333,135620,132400,104158.666666667,117119.333333333,108945.333333333,115414.333333333,110770
"DHX16",29312,32785.6666666667,27343.3333333333,18740.3333333333,21207.4666666667,24805.3333333333,26497.3333333333,24512
"DHX29",15830.5666666667,16481.3333333333,16293.0666666667,14290.9,14591.0333333333,12630.5666666667,13111.9333333333,12181.7
"DHX30",128431,135440.666666667,133939.333333333,105925.333333333,115126.666666667,106906.333333333,121716.666666667,114920.666666667
"DHX33",3825.11,4427.66333333333,3631.23333333333,2318.71666666667,2739.92,2967.75,2740.56,2838.88333333333
"DHX35",9550.9,9959.4,9336.43333333333,9632.96666666667,10205.3333333333,10009.3333333333,11330.9,9675.66666666667
"DHX36",67145,66887,63411.6666666667,46579,53474.6666666667,52738,55580,53196.3333333333
"DHX37",22916.6,22862.8666666667,23544.2333333333,22171.1666666667,24230.9,19128.1,21737.8,17401.8
"DHX38",16105.9333333333,16309.5,14976.0333333333,12842.6333333333,14122.0666666667,12886.1333333333,14807.2333333333,12934.6
"DHX57",3646.3,3215.03333333333,3447.23333333333,2088.63333333333,2434.1,2223.2,2400.9,3182.63333333333
"DHX8",32579.7166666667,34355.2833333333,34796.7166666667,31663.1666666667,34631.6166666667,34168.3666666667,37030.8,34018.9
"DHX9",244793.333333333,258620,263026.666666667,254713.333333333,282170,256753.333333333,287760,258613.333333333
"DIABLO",27993.3333333333,32811.6666666667,31603.3333333333,26538.3333333333,27683.6666666667,27958.6666666667,29510.3333333333,24185
"DIAPH1",139392,140370.666666667,127786.333333333,111796.333333333,119415.333333333,97496.3333333333,100830,92339.6666666667
"DIAPH2",2465.4,2741.73333333333,2770.16666666667,1865.9,1836.3,1521.56666666667,1438.86666666667,1646.5
"DICER1",2140.06333333333,2595.13333333333,2143.67,1931.12,2057.73666666667,2055.99,2424.06333333333,1770.51666666667
"DIDO1",75861.6666666667,78346.3333333333,74989,56730,58323.6666666667,55390,57751,54087.6666666667
"DIEXF",48541,48877.3333333333,45123,33843.3333333333,36633.3333333333,32462.3333333333,36992.3333333333,32819.3333333333
"DIMT1",17347.4,18620.6333333333,18120.6333333333,9961.3,9985.36666666667,13700.5333333333,13088.2666666667,15437.7
"DIP2A",423.23,389.05,388.27,308.53,421.696666666667,280.646666666667,394.093333333333,397.54
"DIP2B",39278.6666666667,43829,40612.3333333333,48672.3333333333,52229,48232.3333333333,53774.6666666667,46291.6666666667
"DIRC2",3517.7,3661.2,3676.83333333333,5022.63333333333,5069.23333333333,7103.9,6669.26666666667,7525.13333333333
"DIS3",13372.1,15136.5666666667,13076.4,10408.3333333333,10974.3333333333,10189.8,11897.8666666667,9818.93333333333
"DISP2",0,78.1433333333333,38.0166666666667,0,0,41.0166666666667,73.4233333333333,30.302
"DIXDC1",8697.2,9560.63333333333,10192.6666666667,10700.9,11602.0666666667,12689.6666666667,13867,13655.6666666667
"DKC1",211740,227586.666666667,216776.666666667,127336.666666667,127623.333333333,114266.666666667,114634.333333333,108512.333333333
"DKFZp686J1372",33874,35791,34520,45359,53397.6666666667,54425.3333333333,60672.3333333333,60567
"DKK1;DKK2",2504.90333333333,3070.84,3194.12,2793.44666666667,3079.26,3084.33333333333,3830.89666666667,3616.11666666667
"DLAT",136473,153203.333333333,140928.333333333,107954,113187,95728,104703.333333333,92066.6666666667
"DLC1",0,0,0,0,0,0,0,0
"DLD",287963.333333333,355400,315000,232553.333333333,245573.333333333,229513.333333333,234966.666666667,215943.333333333
"DLG1",61731.0833333333,64011.3666666667,62029.6333333333,53157.1666666667,55905.3333333333,54687.55,58293.85,53166.95
"DLG3",18841.5333333333,19296.5666666667,16856.8333333333,16955.3666666667,18988.0666666667,16132.2,18142.6,14141.5
"DLG5",32223,33732.3333333333,28567.6666666667,20661.6666666667,19956.3333333333,21747.3333333333,23821.3333333333,21756.6666666667
"DLGAP4",1570.8,1638.4,1834.03333333333,1877.46666666667,2945.1,2274.4,2227.3,2599.63333333333
"DLST",109898,120593.333333333,111964,97202.3333333333,101395.666666667,97857,95830,95512.3333333333
"DMAP1",27509.6666666667,32144.3333333333,31506.3333333333,28285,28723,26226,29381.3333333333,26487.6666666667
"DMD",5637.63333333333,5674.76666666667,6616.2,5761.73333333333,6757.7,7325.4,6952.4,7835.16666666667
"DMKN",2567.43333333333,2339.2,2468.06666666667,710.703333333333,822.263333333333,665.23,724.893333333333,816.7
"DMTN",5077.81666666667,4389.26666666667,4845.33666666667,4471.53333333333,4396.76666666667,4708.1,5234.13333333333,4874.86666666667
"DMWD",1305.83333333333,1025.31333333333,1060.71,1969.53333333333,2527.3,2191.93333333333,2421.53333333333,2123.46666666667
"DMXL1",2743.7,3042.4,2649.73333333333,1983.53333333333,1920.66666666667,2066.96666666667,2179.46666666667,2043.23333333333
"DNAH11",9557.66666666667,3986.33333333333,4489.2,3427.52666666667,6309.5,3531.46666666667,3284.76666666667,24902.2
"DNAH5",8642.76666666667,9770.66666666667,10463.4666666667,12382.9333333333,13298.7666666667,11757.5,15982.4,13012.5333333333
"DNAJA1",30154.3333333333,36314.6666666667,32286.3333333333,23484.3666666667,25120.8666666667,22251.8,28324.5333333333,23174.7333333333
"DNAJA2",74547,76659.3333333333,67498,44514,46040,51112.3333333333,51548.3333333333,50040
"DNAJA3",67478.6666666667,66682,70490.6666666667,46633,51949.6666666667,44251.3333333333,45940.3333333333,44718.3333333333
"DNAJB1",36743.3333333333,35794,32448.3333333333,29664.6666666667,30239,24281,28914.6666666667,23658.6666666667
"DNAJB11",65940.6666666667,71890.6666666667,70493.6666666667,80159.6666666667,96557.6666666667,90627.3333333333,100239,94572.6666666667
"DNAJB12",79633.6666666667,79243,71757.6666666667,64822.6666666667,73679,73553.6666666667,71691.3333333333,74535.3333333333
"DNAJB14",37263.3333333333,39959.6666666667,39173.3333333333,25123,26480.3333333333,41368.3333333333,36887.3333333333,42802.3333333333
"DNAJB2",42020,56507.6666666667,51800,53297,54471.6666666667,61312.3333333333,71249,58363
"DNAJB4",1956.33333333333,1735.81666666667,1684,2514.1,3009.2,2598.7,3431.2,3819.53333333333
"DNAJB6",37004,44305.3333333333,49859.3333333333,34974.6666666667,38570.6666666667,39039,42545.3333333333,38700
"DNAJB9",1727.26333333333,1665.33333333333,1413.35,1887.76666666667,1948.33333333333,1709.96666666667,1626.99666666667,1871.7
"DNAJC1",60928.3333333333,61528,62707,64154.3333333333,76167.6666666667,75338.6666666667,77388.3333333333,78596
"DNAJC10",73829.3333333333,77753,74938.3333333333,70829.6666666667,83470.6666666667,92414.3333333333,99401.6666666667,110198.666666667
"DNAJC11",127670,137403.333333333,130936.666666667,69812.3333333333,71611,76240,72770.6666666667,73379.3333333333
"DNAJC13",159770,171186.666666667,163976.666666667,170154.333333333,193250,167945.666666667,196333.333333333,168283.333333333
"DNAJC15",932.956666666667,741.663333333333,757.833333333333,561.976666666667,566.983333333333,750.286666666667,921.756666666667,745.3
"DNAJC16",36025.3333333333,38906,36419,29511,33543,30190.6666666667,34514,32265
"DNAJC17",786.213333333333,721.733333333333,881.833333333333,922.306666666667,921.1,725.433333333333,911.076666666667,889.803333333333
"DNAJC19",71871.3333333333,79884.6666666667,81657.3333333333,50958.6666666667,50602.3333333333,53208.3333333333,54134,51991
"DNAJC2",2442.66666666667,2530.83333333333,2058.86666666667,1746.2,1583.16666666667,1728.2,1896.61,1877.06666666667
"DNAJC21",5908.7,5715.3,5672.9,4022.2,4769.73333333333,4462.76666666667,4151.56666666667,4280.83333333333
"DNAJC25",12429.6666666667,13482.5666666667,12972.7666666667,11613.9333333333,13593.2333333333,11380.2333333333,13590.4666666667,12387.7
"DNAJC3",113929,120978.333333333,124439.333333333,162403.333333333,182703.333333333,179090,183736.666666667,170000
"DNAJC30",2066.96666666667,2314.36666666667,1664.51666666667,1617,1343.78666666667,1328.15333333333,1546.38666666667,1363.57
"DNAJC5",76218,82028.6666666667,79416.3333333333,63112,73874.3333333333,90427.3333333333,85482.6666666667,82456.6666666667
"DNAJC7",15491.3333333333,13307,12296.9,13991.0666666667,15281.6666666667,12679,13113.3333333333,14007.6666666667
"DNAJC8",48461.6666666667,51990.6666666667,52537.6666666667,41556.3333333333,46033.6666666667,40550.3333333333,43793.3333333333,40597.3333333333
"DNAJC9",17049,12927.7666666667,11494.7666666667,7668.9,9096.33333333333,8863.96666666667,10697.8,12852.0666666667
"DNASE1L1",2008.46666666667,2566.5,2225.2,2558.63333333333,2989.6,2021.8,3489.76666666667,1637.6
"DNASE2",20903.8,22914.4,21963.5666666667,35782.6666666667,40917.3333333333,36435.3333333333,44589.6666666667,39667.6666666667
"DNLZ",2899.3,4486.76666666667,3938.86666666667,2833.16666666667,3668.8,2869.93333333333,5493.26666666667,2770.26666666667
"DNM1L",63748.3333333333,58207.3333333333,53054.3333333333,37457,38227.3333333333,39139.3333333333,37236.6666666667,37081
"DNM2",59576.3333333333,63687.6666666667,51982.3333333333,55741.3333333333,61858.6666666667,54397.3333333333,54875.6666666667,47376
"DNMT1",2339.31666666667,2900.60333333333,2645.99,1457.06666666667,1987.12666666667,2224.13333333333,2453.33333333333,2364.59333333333
"DNMT3A",237.546666666667,291.333333333333,706.413333333333,610.506666666667,776.523333333333,722.903333333333,825.25,828.07
"DNPEP",25211.5666666667,27587.4,25598.9333333333,20719.7333333333,21810.2,20576.5,18346.2333333333,17757.9
"DNPH1",4429.46666666667,4183.73333333333,4131.4,3937.8,3967.2,3326.8,4238.73333333333,3808.23333333333
"DNTTIP1",27210.6333333333,28619.6666666667,26280.4,20371.8,22681.5,21283.6333333333,21549.6666666667,21418.8666666667
"DNTTIP2",58764,61383.6666666667,60609,40672,39344.3333333333,38072.3333333333,35391.3333333333,36067
"DOCK1",5100.9,4683.93333333333,4413.56666666667,3238.83333333333,3797.03333333333,3103.7,2999.8,2824.3
"DOCK5",18887.5,20152.4333333333,19319,17695.9,19025.0333333333,18758.8333333333,19359.2333333333,16088.2
"DOCK6",18577.6166666667,18411.85,16551.5666666667,14771.15,16036.6783333333,15166.5166666667,16437.1666666667,15938.2
"DOCK7",93334.3333333333,95248,87559.6666666667,75473.6666666667,83980.6666666667,80124.3333333333,85327,85702.3333333333
"DOCK8",18018.6666666667,19897.6666666667,18484,16123.6666666667,17349,16219,17287.3333333333,15181.6666666667
"DOCK9",13946.6,13584.1,12538.5333333333,14461.1,14953.4666666667,13801.6333333333,14858.3333333333,13401.3
"DOHH",535.966666666667,643.766666666667,491.5,481.266666666667,475.5,532.366666666667,604.133333333333,556.666666666667
"DOLK",3040.1,3318.4,3444.66666666667,1602.03333333333,1859.4,1965.76666666667,2155.9,2016.56666666667
"DOLPP1",11841,10926.5666666667,11512,8981.7,13918.3333333333,8757.13333333333,12385.3333333333,17625
"DOPEY2",2248.73333333333,1922.27333333333,1909.56333333333,1930.85,1936.99666666667,2710.59666666667,1854.35333333333,2772.40666666667
"DOT1L",60.89,0,164.223333333333,33.63,0,0,0,0
"DPAGT1",18904.6666666667,20329,19253.6666666667,17760.6,19683.7666666667,15509.4666666667,19613.5333333333,16035.3
"DPF2",18736,24283,23893.3333333333,27236,34489.6666666667,24454.6666666667,31694.3333333333,25617
"DPH1",4011.62666666667,3023.53,2227.22333333333,2195.43,2082.99,2333.67333333333,2241.55333333333,2147.81
"DPM1",37348.6666666667,39335,38943.3333333333,45110.3333333333,49756.3333333333,45930.6666666667,48254,43547
"DPM3",16972,16721.3333333333,16581,13396.3333333333,15224,14012,13046.3333333333,14499.6666666667
"DPP3",37384.6666666667,40345,37383,38160.3333333333,38047.6666666667,28347.3333333333,30706.3333333333,25890.3333333333
"DPP7",33831.6666666667,39643.6666666667,37349,39966,41650,38804.3333333333,44771,41342.6666666667
"DPP9",10836.2666666667,8663.23333333333,9159.06666666667,10339,12446.9666666667,9537.76666666667,10953.5,13184.3333333333
"DPY19L1",29584,33591.3333333333,36217.6666666667,38294.3333333333,49542,45152.6666666667,50154.3333333333,48338.3333333333
"DPY19L3",5472.93333333333,6178.3,5808.36666666667,4860.5,4533.06666666667,4870.76666666667,4919.53333333333,5243.9
"DPY19L4",15244,16220.3333333333,17064.6666666667,16021.6666666667,18627.3333333333,21781.3333333333,23527.6666666667,22978.6666666667
"DPY30",9253.2,8533.4,9018.83333333333,6768.53333333333,7164.13333333333,7400.56666666667,7618.7,7407.2
"DPYSL2",56644.6666666667,60264.3333333333,54397.6666666667,46632,52452.3333333333,43531,45625.3333333333,41961.6666666667
"DPYSL3",1262.28333333333,1428.66666666667,1243.6,1584.10666666667,1854.4,1455.45333333333,1900.48,1584.14333333333
"DR1",15988.6666666667,17285.2,16757.4666666667,10358.8333333333,12149.6,14420.8,18180.3333333333,17625.7333333333
"DRAM2",1899.3,1854.5,2022.73333333333,1899.53333333333,1939.73333333333,2178.7,2412.1,2053.9
"DRAP1",8509.03333333333,6149.4,7564.23333333333,3820.43333333333,4563.43333333333,5827.4,7002.66666666667,7024
"DRC1",2355.26666666667,2469.33333333333,2239,1701.34,1658.34,1727.93333333333,1448.58666666667,1633.23333333333
"DRG1",9342.63333333333,9280.16666666667,8647.2,7676.26666666667,7881.7,6582.7,7285.93333333333,6484.2
"DROSHA",753.066666666667,1011.97333333333,1033.46666666667,941.003333333333,1360.46666666667,822.8,953,865
"DSC2",143482.666666667,154649,164583,187360,200953.333333333,156740,187236.666666667,159720
"DSC3",29434.6666666667,37077.3333333333,38692.6666666667,29683,35840.6666666667,32714,36005.6666666667,34592
"DSCR3",721.633333333333,712.856666666667,833.346666666667,965.67,1077.08666666667,748.293333333333,903.666666666667,905.23
"DSE",22537.6666666667,26722.3333333333,25478,30941.6666666667,33305.6666666667,34401.6666666667,37539.3333333333,32538.6666666667
"DSG2",179970,187066.666666667,196973.333333333,174036.666666667,190370,210616.666666667,210976.666666667,214743.333333333
"DSG3",207766.666666667,219403.333333333,220196.666666667,224410,241050,194820,194790,170413.333333333
